Approximate absolute humidity debug
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.51, absoluteHumidity: 5.1760551152524785
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.55, absoluteHumidity: 5.181924011970494
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.51, absoluteHumidity: 5.17312244252341
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.55, absoluteHumidity: 5.181924011970494
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.55, absoluteHumidity: 5.181924011970494
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.51, absoluteHumidity: 5.17312244252341
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.51, absoluteHumidity: 5.17312244252341
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.51, absoluteHumidity: 5.17312244252341
temperatureCelsius: 24.189999999999998, relativeHumidity: 23.53, absoluteHumidity: 5.1745894964495
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.51, absoluteHumidity: 5.17312244252341
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.55, absoluteHumidity: 5.181924011970494
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.51, absoluteHumidity: 5.1760551152524785
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.55, absoluteHumidity: 5.181924011970494
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.200000000000045, relativeHumidity: 23.53, absoluteHumidity: 5.177523227246952
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.53, absoluteHumidity: 5.180458394806074
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.55, absoluteHumidity: 5.184861674359672
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.51, absoluteHumidity: 5.1760551152524785
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.51, absoluteHumidity: 5.1760551152524785
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.555, absoluteHumidity: 5.191843383642388
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.535, absoluteHumidity: 5.1874351107630465
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.555, absoluteHumidity: 5.191843383642388
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.555, absoluteHumidity: 5.191843383642388
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.555, absoluteHumidity: 5.191843383642388
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.535, absoluteHumidity: 5.1874351107630465
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.535, absoluteHumidity: 5.190375216732611
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.555, absoluteHumidity: 5.194785988108632
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.535, absoluteHumidity: 5.1874351107630465
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.535, absoluteHumidity: 5.1874351107630465
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.535, absoluteHumidity: 5.1874351107630465
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.535, absoluteHumidity: 5.1874351107630465
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.495, absoluteHumidity: 5.181553673980569
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.495, absoluteHumidity: 5.178618565004368
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.535, absoluteHumidity: 5.1874351107630465
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.515, absoluteHumidity: 5.185964445356589
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.495, absoluteHumidity: 5.181553673980569
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.495, absoluteHumidity: 5.181553673980569
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.495, absoluteHumidity: 5.178618565004368
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.495, absoluteHumidity: 5.178618565004368
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.495, absoluteHumidity: 5.178618565004368
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.495, absoluteHumidity: 5.178618565004368
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.515, absoluteHumidity: 5.183026837883708
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.495, absoluteHumidity: 5.178618565004368
temperatureCelsius: 24.230000000000018, relativeHumidity: 23.495, absoluteHumidity: 5.178618565004368
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.535, absoluteHumidity: 5.190375216732611
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.515, absoluteHumidity: 5.185964445356589
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.515, absoluteHumidity: 5.185964445356589
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.515, absoluteHumidity: 5.185964445356589
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.515, absoluteHumidity: 5.185964445356589
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.515, absoluteHumidity: 5.185964445356589
temperatureCelsius: 24.25, relativeHumidity: 23.495, absoluteHumidity: 5.184490219912606
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.25, relativeHumidity: 23.495, absoluteHumidity: 5.184490219912606
temperatureCelsius: 24.25, relativeHumidity: 23.495, absoluteHumidity: 5.184490219912606
temperatureCelsius: 24.25, relativeHumidity: 23.495, absoluteHumidity: 5.184490219912606
temperatureCelsius: 24.25, relativeHumidity: 23.495, absoluteHumidity: 5.184490219912606
temperatureCelsius: 24.25, relativeHumidity: 23.495, absoluteHumidity: 5.184490219912606
temperatureCelsius: 24.25, relativeHumidity: 23.495, absoluteHumidity: 5.184490219912606
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.24000000000001, relativeHumidity: 23.495, absoluteHumidity: 5.181553673980569
temperatureCelsius: 24.25, relativeHumidity: 23.515, absoluteHumidity: 5.188903491008509
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.25, relativeHumidity: 23.475, absoluteHumidity: 5.180076948816702
temperatureCelsius: 24.25, relativeHumidity: 23.475, absoluteHumidity: 5.180076948816702
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.25, relativeHumidity: 23.475, absoluteHumidity: 5.180076948816702
temperatureCelsius: 24.25, relativeHumidity: 23.475, absoluteHumidity: 5.180076948816702
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.25, relativeHumidity: 23.475, absoluteHumidity: 5.180076948816702
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.515, absoluteHumidity: 5.19184397542325
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.5, absoluteHumidity: 5.194413679677319
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.5, absoluteHumidity: 5.194413679677319
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.5, absoluteHumidity: 5.194413679677319
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.5, absoluteHumidity: 5.194413679677319
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.455, absoluteHumidity: 5.184466930077936
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.455, absoluteHumidity: 5.184466930077936
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.495, absoluteHumidity: 5.187428203383767
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.475, absoluteHumidity: 5.183012431344283
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.455, absoluteHumidity: 5.184466930077936
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.495, absoluteHumidity: 5.190367624977475
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.48, absoluteHumidity: 5.189992902077593
temperatureCelsius: 24.28000000000003, relativeHumidity: 23.455, absoluteHumidity: 5.184466930077936
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.475, absoluteHumidity: 5.185949350770216
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.27000000000004, relativeHumidity: 23.45, absoluteHumidity: 5.180426508011142
temperatureCelsius: 24.260000000000048, relativeHumidity: 23.45, absoluteHumidity: 5.177492716294927
